processid,sampleid,recordID,catalognum,fieldnum,institution_storing,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,voucher_type,tissue_type,collectors,collectiondate,lifestage,sex,reproduction,extrainfo,notes,lat,lon,coord_source,coord_accuracy,country,province,region,exactsite
UHURU055-14,G7_K1207_Unknown_sp,4110431,Unknown_sp_151967729,151967729,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,281288,Rhynchosia,720007,Rhynchosia malacophylla, , ,N. Mwadime, , ,Elyse DeFranco,16/07/2012, , , ,EAD_12_004, ,0.34,36.87, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1079-14,H7_K1270_Unknown_sp,4913864,Unknown_sp_0174917670,174917670,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121377,Myrtales,121378,Onagraceae,600709,Ludwigioideae,204784,Ludwigia,306533,Ludwigia stolonifera, , ,N. Mwadime, , ,Rhiana Hohbein,22/05/2014, , , ,RRH 14-093, ,0.32,36.98, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1138-14,D6_K1300_Hyparrhenia,5055692,hyparrhenia_sp_174972725,174972725,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,272341,Hyparrhenia,676177,Hyparrhenia sp. aff. Nubica, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-011, ,0.42235,36.8852, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1273-15,D3_K1301_Microchloa_kunthii,5426998,D3_K1301_Microchloa_kunthii, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,204846,Microchloa,293699,Microchloa kunthii, , ,Munyao F., , ,Samson Kurukura,08/09/2014, , , ,SKS14-034, ,0.292,36.897, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1279-15,D6_K1301_Eragrostis_papposa,5427004,D6_K1301_Eragrostis_papposa, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,121114,Eragrostis,204887,Eragrostis cylindriflora, , ,Munyao F., , ,Samson Kurukura,09/09/2014, , , ,SKS14-040, ,0.45,36.913, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1362-15,H10_K1302_Acacia_xanthophloea,5427087,H10_K1302_Acacia_xanthophloea, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,401059,Vachellia,894284,Vachellia seyal, , ,N. Mwadime, , ,Samson Kurukura,12/08/2014, , , ,SKS14-025, ,0.293,36.898, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1492-15,F2_K1342,6478079, ,189603193,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,121114,Eragrostis,179741,Eragrostis tenuiflora, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-078, ,0.29237,36.8973, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1501-15,G3_K1342,6478088, ,189603189,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122462,Panicoideae,121525,Setaria,121526,Setaria pumila, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-082, ,0.4968,36.8729, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1554-15,D10_K1342,6478141, ,189603225,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,121156,Cyperaceae,600319,Cyperoideae,121840,Cyperus,423726,Cyperus cyperoides, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-110, ,0.34116,36.9837, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1607-15,C5_K1343,6478194, ,189602371,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,121114,Eragrostis,673428,Eragrostis papposa, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-155, ,0.33242,36.9612, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1743-17,TK1_F11_SI,7567805, ,TK1_F11_SI,Smithsonian Institution, ,12,Magnoliophyta,44,Liliopsida,200,Poales,121533,Juncaceae, , ,121534,Juncus,427127,Juncus oxycarpus, , ,N. Mwadime, , ,Samson Kurukua and Ali hassan,12/02/2016, , , ,SKS16-025,Sp,0.33228,36.962, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1794-17,TK2_A6_NMK,7567856, ,TK2_A6_NMK,Smithsonian Institution, ,12,Magnoliophyta,41,Magnoliopsida,43434,Rosales,101004,Rhamnaceae, , ,191946,Helinus,766640,Helinus mystacinus, , ,N. Mwadime, , ,Samson Kurukua and Ali hassan,15/02/2016, , , ,SKS16-042, ,0.28455,36.9114, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU525-14,D5_K1216_Melhania_velutina,4111433,Melhania_velutina_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae, , ,306563,Melhania,601220,Melhania ovata, , ,N. Mwadime, , ,Elyse DeFranco,25/04/2013, , , ,EAD_13_040, ,0.2929,36.8832, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU631-14,H1_K1246_Plectranthus,4473493, ,RRH_13_027D,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,121311,Lamiaceae, , ,292272,Plectranthus, , , , , , , ,Rhianna Hohbein,07/08/2013, , , ,RRH_13_027D, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU734-14,G2_K1247_Cyperus,4473596, ,RRH_13_053C,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,121156,Cyperaceae,600319,Cyperoideae,121840,Cyperus,719995,Cyperus amauropus, , ,N. Mwadime, , ,Rhianna Hohbein,26/11/2013, , , ,RRH_13_053C, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU785-14,B7_K1267_Heliotropium_sp,4913570,Heliotropium_sp _0174917861,174917861,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,500149,Boraginales,121217,Boraginaceae, , ,204704,Heliotropium,719520,Heliotropium steudneri, , ,N. Mwadime, , ,Rhiana Hohbein,02/04/2014, , , ,RRH 14-013, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
GBITS44250-21,MK514301,13514518, ,MK514301,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,293735,Coelachyrum,1101877,Coelachyrum longiglume, , , , , , , , , , , ,Kimeu 112 (K), , , , ,Kenya, , , 
GBITS45801-21,KY368805,13516069, ,KY368805,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122321,Pooideae,120928,Festuca,1104782,Festuca mekiste, , , , , , , , , , , ,Carvalho 4521, , , , ,Kenya, , , 
GBITS6406-21,KF318898,13474923, ,KF318898,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,122203,Asparagales,124684,Orchidaceae, , ,305308,Eulophia,432177,Eulophia streptopetala, , , , , , ,27/06/2007, , , , ,Odiambo 34, , , , ,Kenya, , , 
GBITS69061-21,HE586027,13556115, ,HE586027,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,100955,Caryophyllaceae, , ,515023,Pollichia,515024,Pollichia campestris, , , , , , , , , , , , , , , , ,Kenya, , , 
GBVW795-13,JX177507,3715616,KMXK,JX177507,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,557018,Dioscorea sp. KMXK, , , , , , , , , , ,taxon:1227066, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVW832-13,JX177544,3715653,K29,JX177544,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,556984,Dioscorea sp. K29, , , , , , , , , , ,taxon:1227033, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
GBVW875-13,JX177587,3715696, ,JX177587,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,148675,Dioscoreales,126475,Dioscoreaceae, , ,126476,Dioscorea,556978,Dioscorea sp. K19, , , , , , , , , , ,taxon:1227027, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
UHURU1099-14,E1_K1300_Sarcostemma,5055653,sarcostemma_sp_174972719,174972719,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121349,Apocynaceae, , ,121362,Cynanchum,306664,Cynanchum gerrardii, , ,N. Mwadime, , ,Samson Kurukura,11/06/2014, , , ,SKS14-002, ,0.287,36.892, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1211-15,A8_K1301_Commicarpus_pedunculosus,5426936,A8_K1301_Commicarpus_pedunculosus, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,148567,Nyctaginaceae, , ,306375,Commicarpus,673429,Commicarpus pedunculosus, , ,Munyao F., , ,Samson Kurukura,10/09/2014, , , ,SKS14-044, ,0.322,36.881, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1345-15,G3_K1301_Setaria_verticillata,5427070,G3_K1301_Setaria_verticillata, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122462,Panicoideae,121525,Setaria,204917,Setaria verticillata, , ,Munyao F., , ,Samson Kurukura,08/09/2014, , , ,SKS14-035, ,0.292,36.896, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1399-15,A3_K1341,6477986, ,189604317,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122462,Panicoideae,121100,Echinochloa,272383,Echinochloa pyramidalis, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-010, ,0.32163,36.9764, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1516-15,F5_K1342,6478103, ,189603196,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,124522,Santalales,124523,Santalaceae, , ,437995,Osyridicarpos,437996,Osyridicarpos schimperianus, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-091, ,0.29232,36.8965, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1562-15,D11_K1342,6478149, ,189603226,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,125029,Senecio,741465,Senecio hadiensis, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-114, ,0.3927,36.8565, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1585-15,D2_K1343,6478172, ,189602353,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,122372,Chloridoideae,121108,Sporobolus,204853,Sporobolus stapfianus, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-129, ,0.4814,36.8691, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1633-15,E8_K1343,6478220, ,189602344,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae,264310,Acanthoideae,204958,Barleria,741463,Barleria angustiloba, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",20/07/2015, , , ,SKS15-187, ,0.3694,36.8868, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1715-17,TK1_B8_MRC,7567777, ,TK1_B8_MRC,Smithsonian Institution, ,12,Magnoliophyta,41,Magnoliopsida,121186,Saxifragales,121454,Crassulaceae, , ,306262,Crassula,766634,Crassula nodulosa, , , , , ,Samson Kurukua and Ali hassan,15/09/2015, , , ,SKS16-017, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1747-17,TK1_B12_SI,7567809, ,TK1_B12_SI,Smithsonian Institution, ,12,Magnoliophyta,41,Magnoliopsida,500149,Boraginales,121217,Boraginaceae, , ,590209,Echiochilon,591067,Echiochilon lithospermoides, , , , , ,Samson Kurukua and Ali hassan,12/02/2016, , , ,SKS16-026, ,0.35775,36.8946, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1791-17,TK2_F5_SI,7567853, ,TK2_F5_SI,Smithsonian Institution, ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,1125,Solanaceae,2865,Solanoideae,7060,Solanum,101007,Solanum nigrum, , ,N. Mwadime, , ,Samson Kurukua and Ali hassan,15/02/2016, , , ,SKS16-041,sp(look like Solanum nigrum),0.284,36.9119, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU438-14,G3_K1215_Ipomoea_wightii,4111346,Ipomoea_wightii_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,121359,Convolvulaceae, , ,264324,Ipomoea,720001,Ipomoea ficifolia, , ,N. Mwadime, , ,Grace Charles,07/05/2012, , , ,GKC 12-019, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU684-14,E8_K1246_Abutilon_mauritianum,4473546, ,RRH_13_041A,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121159,Malvales,121481,Malvaceae, , ,148734,Pavonia,205123,Pavonia burchellii, , ,N. Mwadime, , ,Rhianna Hohbein,17/08/2013, , , ,RRH_13_041A, ,0.293,36.898, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU697-14,B10_K1246_Phyllanthus,4473559, ,RRH_13_044B,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42562,Malpighiales,223446,Phyllanthaceae, , ,205092,Phyllanthus,720006,Phyllanthus rotundifolius, , ,N. Mwadime, , ,Rhianna Hohbein,26/11/2013, , , ,RRH_13_044B, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU710-14,G11_K1246_Portulaca_oleracea,4473572, ,RRH_13_047C,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,121678,Portulacaceae, , ,121679,Portulaca,121680,Portulaca oleracea, , ,N. Mwadime, , ,Rhianna Hohbein,26/11/2013, , , ,RRH_13_047C, ,0.42,36.912, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU762-14,C4_K1267_Lycium_sp,4913547,Lycium_sp_0174918500,174918500,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,1125,Solanaceae, , ,297706,Lycium,446559,Lycium europaeum, , ,N. Mwadime, , ,Rhiana Hohbein,28/03/2014, , , ,RRH_14_007, ,0.293,36.898, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU819-14,D11_K1267_Cissus_sp,4913604,Cissus_sp_0174918490,174918490,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121314,Vitales,121315,Vitaceae, , ,148579,Cissus,252741,Cissus rotundifolia, , ,N. Mwadime, , ,Rhiana Hohbein,08/04/2014, , , ,RRH 14-022, ,0.481,36.874, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU921-14,B12_K1268_Unknown_sp,4913706,Unknown_sp_0174918707,174918707,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae, , ,306339,Dyschoriste,623476,Dyschoriste radicans, , ,N. Mwadime, , ,Rhiana Hohbein,29/04/2014, , , ,RRH 14-049, ,0.321,36.88, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
GBITS43459-21,MK185737,13513727, ,MK185737,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,200,Poales,121156,Cyperaceae, , ,252828,Fuirena,424058,Fuirena welwitschii, , , , , , , , , , , ,K:Muasya 1024, , , , ,Kenya, , , 
GBITS59485-21,LT999806,13546539, ,LT999806,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,121675,Amaranthaceae, , ,416393,Centemopsis,1113916,Centemopsis sp. VDV-318, , , , , , , , , , , ,AC1117, , , , ,Kenya, , , 
GBVD1916-11,AJ404698,2276335,Muasya 1133 (K),AJ404698,"Mined from GenBank, NCBI", ,12,Magnoliophyta,44,Liliopsida,200,Poales,121156,Cyperaceae,600319,Cyperoideae,121840,Cyperus,423738,Cyperus pygmaeus, , , , , , , ,Adult, , ,taxon:130938, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, , , 
ITSAB3144-14,AJ492738,4688114,Liede  and  Newton 2873 (UBT),AJ492738,"Mined from GenBank, NCBI", ,12,Magnoliophyta,41,Magnoliopsida,121212,Gentianales,121349,Apocynaceae, , ,121362,Cynanchum,626685,Cynanchum altiscandens, , , , , , , , , , ,Cynanchum altiscandens, ,0.689918,37.9531,Coordinates from country centroid, ,Kenya, ,Kiambu, 
KPLA109-11,Kis 015,1983606, ,Kis 015,National Museums of Kenya, ,12,Magnoliophyta,41,Magnoliopsida,121595,Cucurbitales,121596,Cucurbitaceae, , ,306309,Coccinia,373602,Coccinia grandis, , ,Daniel Miyawa, , , ,17/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
KPLA153-11,KK 059,1983650, ,KK 059,National Museums of Kenya, ,12,Magnoliophyta,41,Magnoliopsida,43434,Rosales,100946,Rosaceae,210314,Amygdaloideae,121560,Prunus,191949,Prunus africana, , ,Daniel Miyawa, , , ,18/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
KPLA248-11,KK 154,1983745, ,KK 154,National Museums of Kenya, ,12,Magnoliophyta,41,Magnoliopsida,183,Magnoliales,1090,Annonaceae, , ,99884,Monodora,99895,Monodora myristica, , ,Daniel Miyawa, , , ,20/10/2010, , , , ,Other Identifiers: Paul Kirika And Keneddy Wambua, , , , ,Kenya,Western,Kakamega, 
UHURU019-14,C3_K1207_Cadaba_farinosa,4110395,Cadaba_farinosa_151967781,151967781,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,124522,Santalales,148565,Loranthaceae, , ,430532,Plicosepalus,430533,Plicosepalus sagittifolius, , , , , ,Rob Pringle,07/05/2012, , , ,RMP_12_006, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1001-14,B10_K1269_Acacia_nilotica,4913786,Acacia_nilotica_0174918321,174918321,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,891,Fabaceae, , ,401059,Vachellia,894282,Vachellia nilotica, , ,N. Mwadime, , ,Rhiana Hohbein,21/05/2014, , , ,RRH 14-071, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1012-14,E11_K1269_Unknown_sp,4913797,Unknown_sp_0174918277,174918277,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,121675,Amaranthaceae, , ,416531,Psilotrichum,659704,Psilotrichum elliotii, , ,N. Mwadime, , ,Rhiana Hohbein,21/05/2014, , , ,RRH 14-075, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1231-15,B6_K1301_Eragrostis_papposa,5426956,B6_K1301_Eragrostis_papposa, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae, , ,121114,Eragrostis,204887,Eragrostis cylindriflora, , ,Munyao F., , ,Samson Kurukura,09/09/2014, , , ,SKS14-040, ,0.45,36.913, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU124-14,D4_K1212_Solanum_campylacanthum,4110500,Solanum_campylacanthum_151967955,151967955,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,1125,Solanaceae,2865,Solanoideae,7060,Solanum,591066,Solanum campylacanthum, , ,N. Mwadime, , ,Elyse DeFranco,27/06/2012, , , ,EAD_12_025, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1277-15,D5_K1301_Monsonia_augustifolia,5427002,D5_K1301_Monsonia_angustifolia, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121235,Geraniales,121236,Geraniaceae, , ,306348,Monsonia,591085,Monsonia angustifolia, , ,Munyao F., , ,Samson Kurukura,09/09/2014, , , ,SKS14-038, ,0.379,36.924, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1415-15,A5_K1341,6478002, ,189604315,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,197,Solanales,121359,Convolvulaceae, , ,264324,Ipomoea,422941,Ipomoea cairica, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",25/05/2015, , , ,SKS15-018, ,0.3189,36.8623, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU1646-15,B10_K1343,6478233, ,189602385,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,121156,Cyperaceae,600319,Cyperoideae,121840,Cyperus,526194,Cyperus latifolius, , ,N. Mwadime, , ,"Sam Kurukura, Ali Hassan",20/07/2015, , , ,SKS15-202, , , , , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU201-14,A2_K1213_Unknown_sp,4110577,Unknown_sp_151969822,151969822,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,187,Fabales,121342,Polygalaceae, , ,121343,Polygala,529481,Polygala erioptera, , ,N. Mwadime, , ,Elyse DeFranco,27/07/2012, , , ,EAD_12_041, ,0.312,36.898, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU396-14,E6_K1214_Unknown_sp,4111304,Unknown_sp_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,514709,Psiadia,514710,Psiadia punctulata, , ,N. Mwadime, , ,Elyse DeFranco,22/04/2013, , , ,EAD_13_014, ,0.29872,36.8843, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU497-14,B12_K1215_Commelina_sp,4111405,Commelina_sp_, ,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,124958,Commelinales,148688,Commelinaceae, , ,162193,Commelina,395875,Commelina erecta, , ,N. Mwadime, , ,Grace Charles,05/05/2012, , , ,GKC 12-006, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU554-14,C4_K1245_Aerva_lanata,4473416, ,RRH_13_007C,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42252,Caryophyllales,121675,Amaranthaceae, , ,416364,Aerva,416369,Aerva lanata, , ,N. Mwadime, , ,Rhianna Hohbein,16/07/2013, , , ,RRH_13_007C, ,0.282,36.894, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU892-14,E8_K1268_Aristida_sp,4913677,Aristida_sp_548120,548120,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,44,Liliopsida,200,Poales,907,Poaceae,121105,Aristidoideae,121106,Aristida,550307,Aristida adoensis, , ,N. Mwadime, , ,Rhiana Hohbein,29/04/2014, , , ,RRH 14-042, ,0.299,36.96, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU935-14,H1_K1269_Euphorbia_sp,4913720,Euphorbia_sp_0174918240,174918240,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,42562,Malpighiales,121224,Euphorbiaceae,591667,Euphorbioideae,121225,Euphorbia,676191,Euphorbia bussei, , , , , ,Rhiana Hohbein,29/04/2014, , , ,RRH 14-052, ,0.481,36.874, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU957-14,F4_K1269_Unknown_sp,4913742,Unknown_sp_0174918267,174918267,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,473740,Sphaeranthus,676195,Sphaeranthus suaveolens, , ,N. Mwadime, , ,Rhiana Hohbein,06/05/2014, , , ,RRH 14-058, ,0.319,36.91, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU959-14,H4_K1269_Unknown_sp,4913744,Unknown_sp_0174918243,174918243,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,35476,Asterales,100962,Asteraceae, , ,473740,Sphaeranthus,676195,Sphaeranthus suaveolens, , ,N. Mwadime, , ,Rhiana Hohbein,06/05/2014, , , ,RRH 14-058, ,0.319,36.91, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
UHURU960-14,A5_K1269_Thunbergia_alata,4913745,Thunbergia_alata_0174918331,174918331,"Smithsonian Institution, National Museum of Natural History, United States National Herbarium", ,12,Magnoliophyta,41,Magnoliopsida,121216,Lamiales,148533,Acanthaceae,480072,Thunbergioideae,273749,Thunbergia,415888,Thunbergia alata, , , , , ,Rhiana Hohbein,06/05/2014, , , ,RRH 14-059, ,0.319,36.91, , ,Kenya,Rift Valley,Laikipia,Mpala Research Centre
